x,y
33.66834170854271,2252.482806792323
34.17085427135678,2451.160205655783
34.67336683417085,1851.9729776859983
35.175879396984925,2245.7043000395975
35.678391959798994,1796.0218441506809
36.18090452261306,1777.8544656558645
36.68341708542713,1842.565957417978
37.1859296482412,1325.718523202099
37.688442211055275,2076.101360889563
38.19095477386934,1509.288301185224
38.69346733668341,2495.3355437751943
39.19597989949749,3124.602981660205
39.698492462311556,2832.2420370979808
40.201005025125625,1742.6941478097233
40.70351758793969,2696.5220267974178
41.20603015075376,2734.328620260776
41.70854271356784,3222.4104651969565
42.211055276381906,2726.084533457323
42.713567839195974,2819.664062604448
43.21608040201005,2462.0812079926563
43.71859296482412,1738.7402045943888
44.22110552763819,3212.10720688309
44.723618090452256,3128.9097195545573
45.226130653266324,2613.0543853882236
45.7286432160804,3080.9100033702566
46.23115577889447,2084.6155106548454
46.73366834170854,2739.6551513536024
47.23618090452261,2125.4990862806153
47.73869346733668,2235.0915352133215
48.24120603015075,2806.0001651729817
48.74371859296482,3539.1240216411074
49.24623115577889,4112.188362605653
49.74874371859296,2625.531728618432
50.25125628140703,2767.009297422937
50.7537688442211,3831.2549259815146
51.256281407035175,4518.973604593581
51.75879396984924,3797.6836261535354
52.26130653266331,3466.6111037570686
52.76381909547738,3033.2199431788013
53.26633165829145,3511.4620388210546
53.768844221105525,4506.082987672591
54.27135678391959,4936.518167290942
54.77386934673366,4840.789132060605
55.27638190954774,4001.8216720659275
55.778894472361806,4083.0410405753255
56.281407035175874,5063.179066292041
56.78391959798994,4020.7569656134733
57.28643216080401,5567.302641587632
57.78894472361809,3950.0089099789225
58.291457286432156,5271.003238878417
58.793969849246224,4832.4697995304805
59.2964824120603,4992.146274722861
59.79899497487437,5237.455224579369
60.30150753768844,5409.861102167792
60.804020100502505,5378.865546361177
61.306532663316574,5498.546258580202
61.80904522613065,4966.414360647892
62.31155778894472,6038.526976338797
62.81407035175879,5493.846065948339
63.31658291457286,5388.384947937283
63.81909547738693,6250.155040412754
64.321608040201,5639.9656724357465
64.82412060301507,6544.972578083986
65.32663316582914,6876.270082961878
65.82914572864321,7695.396620928871
66.33165829145727,6567.5933470928085
66.83417085427135,7438.7254406425545
67.33668341708542,6903.269919607971
67.83919597989949,6951.569047259316
68.34170854271356,6667.514029534153
68.84422110552764,8160.9963750496445
69.3467336683417,7744.6158693875595
69.84924623115577,7899.260422166858
70.35175879396985,7377.094712228979
70.85427135678391,8788.531531298016
71.35678391959799,9163.200118219595
71.85929648241205,9180.964771166608
72.36180904522612,9237.688521199741
72.8643216080402,8863.27754783259
73.36683417085426,8216.962933895777
73.86934673366834,8525.180059086551
74.3718592964824,9100.296780216402
74.87437185929647,8880.588729586598
75.37688442211055,8654.130331108876
75.87939698492461,9949.595891509243
76.38190954773869,10473.850162607614
76.88442211055276,10179.190838892951
77.38693467336682,10691.607126896177
77.8894472361809,9744.56025513112
78.39195979899498,10512.900622572639
78.89447236180904,9881.996391532719
79.39698492462311,10646.834866295567
79.89949748743717,10704.203947834478
80.40201005025125,11357.010408415723
80.90452261306532,11107.508378643995
81.40703517587939,10958.515319176598
81.90954773869346,12220.688164645073
82.41206030150752,11324.168275085092
82.9145728643216,11868.098678959268
83.41708542713567,12439.27829767841
83.91959798994974,13013.296571900093
84.42211055276381,13602.37676734203
84.92462311557789,14121.218495175191
85.42713567839195,12814.712555751004
85.92964824120602,13062.652692286994
86.4321608040201,14675.751771475449
86.93467336683416,13799.46621171298
87.43718592964824,14005.730585156516
87.9396984924623,14138.254649242705
88.44221105527637,14744.078137289904
88.94472361809045,15541.09735346997
89.44723618090451,15258.314894616658
89.94974874371859,15528.910918518894
90.45226130653265,16365.715427200435
90.95477386934672,15359.013851003425
91.4572864321608,16974.48008119355
91.95979899497486,17238.19263268709
92.46231155778894,16138.707953989231
92.96482412060301,17259.587768185087
93.46733668341707,17110.771026428134
93.96984924623115,18054.674873985456
94.47236180904522,17749.422575555822
94.97487437185929,18541.009814531237
95.47738693467336,17725.240650261803
95.97989949748742,18498.139470973827
96.4824120603015,19102.172027130797
96.98492462311557,18667.08270613857
97.48743718592964,19043.593229284248
97.98994974874371,20441.919075027115
98.49246231155777,19484.16264408436
98.99497487437185,19600.9304707196
99.49748743718592,20112.203210132386
100.0,20831.348642279645
